"Optimizer","Nu","Iter","Depth","Error","Time"
"Rcgmin.2",0.7,100,2,0.0292825768667643,186.496250391006
"Rcgmin.2",0.7,100,2,0.0336749633967789,163.497616529465
"Rcgmin.2",0.7,100,2,0.0307467057101025,210.999718666077
"Rcgmin.2",0.7,100,2,0.0263543191800878,163.964737892151
"Rcgmin.2",0.7,100,2,0.0336749633967789,162.396946668625
"Rcgmin.2",0.7,100,2,0.0322108345534407,162.538796901703
"Rcgmin.2",0.7,100,2,0.0322108345534407,163.964746952057
"Rcgmin.2",0.7,100,2,0.0322108345534407,165.858080625534
"Rcgmin.2",0.7,100,2,0.0322108345534407,167.464373826981
"Rcgmin.2",0.7,100,2,0.0263543191800878,164.227277994156
