"Optimizer","Nu","Iter","Depth","Error","Time"
"sca.1",0.672058018704303,232,17,0.0336749633967789,1487.97260761261
"sca.1",1,97,5,0.0292825768667643,1037.27184867859
"sca.1",0.44722592101898,242,8,0.0336749633967789,1095.72408056259
"sca.1",0.118104698596351,86,14,0.0322108345534407,859.02637052536
"sca.1",0.86872737685519,199,20,0.020497803806735,1426.6246778965
"sca.1",0.218107877804432,68,19,0.0366032210834553,1039.58756184578
"sca.1",0.927082639049909,292,6,0.0351390922401171,1125.36911058426
"sca.1",0.725672120613138,81,20,0.0366032210834553,748.535440683365
"sca.1",0.502300334959291,129,17,0.0380673499267936,889.39497423172
"sca.1",0.308619717199905,300,4,0.0307467057101025,1169.6539580822
