"Optimizer","Nu","Iter","Depth","Error","Time"
"goa.2",0.136932103464225,181,9,0.0336749633967789,5230.94984412193
"goa.2",0.686095247301057,182,19,0.0263543191800878,5292.29820179939
"goa.2",0.181615641989503,231,18,0.0307467057101025,6573.31386327744
"goa.2",0.972688465190565,200,8,0.0263543191800878,5527.97078824043
"goa.2",0.0276399411101336,203,9,0.0263543191800878,5696.82499861717
"goa.2",0.496921973874988,79,12,0.0292825768667643,2381.19168782234
"goa.2",0.568976343083267,50,10,0.0380673499267936,1790.93996119499
"goa.2",0.206715352576595,157,19,0.0336749633967789,4423.30584287643
"goa.2",0.289758128170839,138,8,0.0322108345534407,3956.32852172852
"goa.2",0.383951308291871,83,20,0.0307467057101025,2594.87412619591
