"Optimizer","Nu","Iter","Depth","Error","Time"
"optim.1",0.714948679326455,100,2,0.0366032210834553,728.081120729446
"optim.1",0.7,100,2,0.0395314787701318,668.61344909668
"optim.1",0.779489803222807,101,2,0.0278184480234261,576.302220582962
"optim.1",0.756923347147049,100,2,0.0336749633967789,670.376126766205
"optim.1",0.66828464237661,102,4,0.0322108345534407,1022.09049010277
"optim.1",0.593325877231001,100,2,0.0424597364568082,567.076955795288
"optim.1",0.01,102,2,0.0307467057101025,725.00656414032
"optim.1",0.692087377960512,100,2,0.0439238653001464,721.000994920731
"optim.1",0.769182074961392,101,2,0.04099560761347,915.420283794403
"optim.1",0.757476147893041,100,2,0.0380673499267936,1438.16373991966
