"Optimizer","Nu","Iter","Depth","Error","Time"
"ffa.2",0.689101104037836,109,6,0.0366032210834553,3036.92135810852
"ffa.2",0.36052195066819,224,7,0.0322108345534407,6103.24696421623
"ffa.2",0.178026048026513,69,4,0.0307467057101025,2221.8426733017
"ffa.2",0.155143121283036,87,4,0.0336749633967789,2545.00124883652
"ffa.2",0.677586713335477,182,18,0.0248901903367496,4840.81068229675
"ffa.2",0.173421260332689,293,18,0.0278184480234261,7458.91878008842
"ffa.2",0.279899898953736,243,8,0.0292825768667643,6187.79147481918
"ffa.2",0.466667385138571,78,9,0.0263543191800878,2296.5046107769
"ffa.2",0.989565523015335,273,6,0.0307467057101025,6933.54268431664
"ffa.2",0.108545406572521,127,17,0.0307467057101025,3480.78000807762
