"Optimizer","Nu","Iter","Depth","Error","Time"
"mfo.1",0.187261479883899,229,20,0.0307467057101025,1223.59552884102
"mfo.1",0.379002203404584,138,16,0.0248901903367496,1037.05647730827
"mfo.1",0.653530951986199,255,8,0.0307467057101025,1243.56462645531
"mfo.1",0.495230414468097,50,20,0.0380673499267936,811.422534704208
"mfo.1",0.985667182958413,222,20,0.0380673499267936,1431.61912679672
"mfo.1",1,166,11,0.0366032210834553,1175.20883584023
"mfo.1",0.637930465554291,142,18,0.0468521229868228,1493.51535391808
"mfo.1",0.770212323350146,300,7,0.0395314787701318,1193.90017724037
"mfo.1",0.329203744316459,143,13,0.0336749633967789,1235.16393327713
"mfo.1",0.432830769974357,300,3,0.0336749633967789,1514.79052114487
