"Optimizer","Nu","Iter","Depth","Error","Time"
"alo.2",0.559336485860676,73,1,0.236979166666667,2740.81198167801
"alo.2",0.0160782710029226,117,12,0.229166666666667,5145.49951791763
"alo.2",0.301058142373804,50,1,0.225260416666667,2475.19802284241
"alo.2",0.240162999374254,77,2,0.239583333333333,3426.41177010536
"alo.2",0.307095172086255,51,4,0.233072916666667,2772.16702795029
"alo.2",0.0141018210390091,52,12,0.231770833333333,2817.38898038864
"alo.2",0.443943325131962,52,2,0.239583333333333,2979.08518147469
"alo.2",0.103982604503987,91,18,0.23828125,4008.70404076576
"alo.2",0.128637149614632,91,5,0.244791666666667,3289.59237742424
"alo.2",0.188063636920744,60,2,0.243489583333333,3091.58423852921
