"Optimizer","Nu","Iter","Depth","Error","Time"
"pso.1",0.01,181,12,0.231770833333333,4512.31300330162
"pso.1",0.01,228,13,0.239583333333333,4116.37975549698
"pso.1",0.01,230,6,0.25,4569.09418106079
"pso.1",0.01,220,11,0.2265625,5239.7004635334
"pso.1",0.01,85,13,0.239583333333333,4258.04667496681
"pso.1",0.01,138,11,0.240885416666667,4492.68739509583
"pso.1",0.01,289,9,0.240885416666667,5071.61973309517
"pso.1",0.01,155,6,0.247395833333333,4152.50958895683
"pso.1",0.01,272,15,0.2421875,5463.41150999069
"pso.1",0.01,229,14,0.227864583333333,4578.38491654396
