"Optimizer","Nu","Iter","Depth","Error","Time"
"hs.2",0.19647910122294,57,17,0.244791666666667,3493.57822799683
"hs.2",0.0932573065930046,85,6,0.23046875,6935.97398090363
"hs.2",0.213838438726962,94,3,0.236979166666667,5380.20985150337
"hs.2",0.0246503175678663,155,14,0.236979166666667,4679.23143577576
"hs.2",0.0495839736657217,130,11,0.244791666666667,5174.76894688606
"hs.2",0.012373006104026,103,14,0.2421875,4966.96626091003
"hs.2",0.0719829707569443,150,15,0.25390625,5282.76423096657
"hs.2",0.0495720949629322,134,8,0.2421875,6506.0051882267
"hs.2",0.0856071259523742,85,4,0.233072916666667,4212.79516839981
"hs.2",0.747672881667968,284,1,0.233072916666667,7019.17344665527
