"Optimizer","Nu","Iter","Depth","Error","Time"
"ga.1",0.621239796280861,137,11,0.227864583333333,1972.14386463165
"ga.1",0.0949043035507202,187,5,0.21875,3039.98415017128
"ga.1",0.244764393200167,234,2,0.23046875,2070.49677181244
"ga.1",0.0298844424751587,270,7,0.225260416666667,1628.27241158485
"ga.1",0.0341128626349382,159,9,0.229166666666667,1597.60201931
"ga.1",0.0341128626349382,159,9,0.227864583333333,1552.15123033524
"ga.1",0.0738153159618378,155,2,0.220052083333333,2475.50679945946
"ga.1",0.129072561860085,113,10,0.225260416666667,2557.32589387894
"ga.1",0.108040207491722,69,7,0.225260416666667,1728.85178852081
"ga.1",0.108040207491722,69,7,0.229166666666667,1492.28718304634
