"Optimizer","Cost","Gamma","Time","Error"
"hjn.2",42,4,14360.0312802792,0.0661485033901108
"hjn.2",65.999999,3.00001,18024.6340663433,0.0694559285596164
"hjn.2",41,4,15736.78180933,0.0679675872333388
"hjn.2",40.700001,4.199999,24998.2488236427,0.066561931536299
"hjn.2",50,3.999,17624.3569149971,0.067719530345626
"hjn.2",52,4,17659.3156032562,0.0670580453117248
"hjn.2",41,4,14435.1151440144,0.0673887878286755
"hjn.2",53,4,16705.2127025127,0.0672234165702001
"hjn.2",46.1,4,16139.5596961975,0.0687944435257153
"hjn.2",46,3.99999,18927.7623124123,0.067719530345626
