"Optimizer","Cost","Gamma","Time","Error"
"nmkb.2",63.3880198551714,3.83649579654756,18051.5425262451,0.0679675872333388
"nmkb.2",735.046066507358,4.59437402490874,20125.4451541901,0.0682156441210518
"nmkb.2",7.46028049825678,4.92165719091772,17639.294397831,0.0684637010087647
"nmkb.2",233.374681490942,4.86252363001201,18863.7815835476,0.067719530345626
"nmkb.2",48.3393111539442,3.30723049234602,13709.4334213734,0.0685463866380023
"nmkb.2",5.82499685465755,3.84504972749057,21396.9118647575,0.0678022159748636
"nmkb.2",15.9264768763464,4.83613106804336,22837.4585669041,0.0694559285596164
"nmkb.2",108.601290707334,4.25082431301922,18564.4030914307,0.0682983297502894
"nmkb.2",88.7292703621176,3.84943971810534,16957.1618385315,0.0672234165702001
"nmkb.2",851.238769486941,4.3097302260494,22050.1541781425,0.0683810153795271
