"Optimizer","Cost","Gamma","Time","Error"
"hjn.1",37,4,17503.3519575596,0.066809988424012
"hjn.1",37.001,3.9,21121.6480784416,0.0662311890193484
"hjn.1",37.99,4.02,17805.1517939568,0.0673061021994377
"hjn.1",42.1,3.1,15337.2342939377,0.069538614188854
"hjn.1",42.005,3.997,19323.9815192223,0.0675541590871507
"hjn.1",39,4,18262.6968886852,0.0686290722672399
"hjn.1",47,3,15490.3296246529,0.0687944435257153
"hjn.1",42.1,4.2,17790.6098258495,0.0673887878286755
"hjn.1",40,4,20049.8934147358,0.0679675872333388
"hjn.1",42.001,3,13267.5327990055,0.0688771291549529
