"Cost","Gamma","Accuracy","AccLCL","Time"
6,-1,57.6923076923077,51.8151159535164,0.208795785903931
6,0,53.3653846153846,44.3997634211229,0.727425813674927
6,1,53.3653846153846,46.030501141321,0.156583309173584
6,2,53.3653846153846,48.7922832562621,0.16220760345459
6,3,53.3653846153846,46.2572848857945,0.18133020401001
6,4,53.3653846153846,47.1847227183018,0.188324689865112
6,5,53.3653846153846,46.9173242288316,0.183093309402466
6,6,53.3653846153846,46.8011556087828,0.183699369430542
6,7,53.3653846153846,48.0493211710857,0.243118047714233
6,8,53.3653846153846,44.9119302749155,0.180198431015015
6,9,53.3653846153846,50.5515743203192,0.17996072769165
6,10,53.3653846153846,48.110117595172,0.182743549346924
7,-25,53.3653846153846,47.1509106063271,0.129210948944092
7,-24,53.3653846153846,49.6586807142756,0.130972146987915
7,-23,53.3653846153846,46.508114724881,0.130814790725708
7,-22,53.3653846153846,46.066715061161,0.134487867355347
7,-21,53.3653846153846,47.1261366678991,0.131832361221313
7,-20,53.3653846153846,46.9019934644307,0.133061170578003
7,-19,56.7307692307692,50.2120214898055,0.136529207229614
7,-18,72.1153846153846,64.1710674355836,0.131048679351807
7,-17,74.5192307692308,68.2077713966181,0.124862670898438
7,-16,76.4423076923077,70.9583978222903,0.160497188568115
7,-15,77.4038461538462,72.2596309492263,0.104739904403687
7,-14,76.9230769230769,72.8931260186174,0.100104808807373
7,-13,78.3653846153846,73.0251254032045,0.0998580455780029
7,-12,78.3653846153846,71.3566416405191,0.0984687805175781
7,-11,80.7692307692308,76.4971304049412,0.101770162582397
7,-10,82.2115384615385,77.2864365476944,0.108315706253052
7,-9,84.1346153846154,78.8036962769384,0.127202272415161
7,-8,86.0576923076923,83.156888606035,0.111921072006226
7,-7,86.0576923076923,80.9449504121051,0.127658843994141
7,-6,88.4615384615385,84.9704026584357,0.130343914031982
7,-5,88.4615384615385,84.7349580919237,0.142455577850342
7,-4,85.5769230769231,81.6813848898176,0.143311023712158
7,-3,75.9615384615385,67.5915935240461,0.142698049545288
7,-2,62.5,56.298177731496,0.143811941146851
7,-1,57.2115384615385,50.6072452214909,0.145247936248779
7,0,53.3653846153846,45.236472386739,0.147878408432007
7,1,53.3653846153846,45.1643706931149,0.147396326065063
7,2,53.3653846153846,44.526101564785,0.179576396942139
7,3,53.3653846153846,45.9066278919646,0.248204231262207
7,4,53.3653846153846,47.8707714558683,0.200842618942261
7,5,53.3653846153846,44.1792584406209,0.199281930923462
7,6,53.3653846153846,46.5602997835726,0.199617385864258
7,7,53.3653846153846,47.3024256178046,0.201187372207642
7,8,53.3653846153846,47.5749731588589,0.201278209686279
7,9,53.3653846153846,47.7498914664027,0.198378562927246
7,10,53.3653846153846,46.051051602662,0.200812101364136
8,-25,53.3653846153846,48.522157154409,0.127559661865234
8,-24,53.3653846153846,47.4433919845819,0.129559516906738
8,-23,53.3653846153846,46.2936381719135,0.129925727844238
8,-22,53.3653846153846,46.7806291565438,0.130277633666992
8,-21,53.3653846153846,48.0405974307266,0.133341312408447
8,-20,54.8076923076923,49.1637441087679,0.12900447845459
8,-19,70.6730769230769,64.6719018724257,0.16996431350708
8,-18,71.1538461538462,65.0386522112319,0.123606443405151
8,-17,77.8846153846154,71.4792649119618,0.11296820640564
8,-16,76.4423076923077,70.2767474493271,0.105415344238281
8,-15,78.3653846153846,74.2799819326027,0.0993590354919434
8,-14,78.3653846153846,73.4274179813686,0.0968997478485107
8,-13,78.3653846153846,70.2886299721738,0.0996799468994141
8,-12,79.8076923076923,73.7681177104173,0.103572368621826
8,-11,76.9230769230769,72.1200739087084,0.112944364547729
8,-10,80.2884615384615,74.7709747211583,0.127035856246948
8,-9,87.0192307692308,82.6936795585507,0.124101638793945
8,-8,85.0961538461538,78.7779637304974,0.11053466796875
8,-7,87.9807692307692,82.8228045609839,0.128250360488892
8,-6,88.9423076923077,83.9923554706834,0.132750272750854
8,-5,85.5769230769231,80.2465451559445,0.175036668777466
8,-4,84.1346153846154,80.74105950624,0.143295526504517
8,-3,75.4807692307692,70.2911277998088,0.141285419464111
8,-2,61.0576923076923,52.0970211529964,0.14335298538208
8,-1,56.7307692307692,51.2790042214941,0.1438307762146
8,0,47.1153846153846,37.0775062871533,0.145737409591675
8,1,53.3653846153846,44.8608064031483,0.146155595779419
8,2,53.3653846153846,46.7634436517425,0.16775107383728
8,3,53.3653846153846,47.8965257356143,0.196469783782959
8,4,53.3653846153846,47.5499966512911,0.211712598800659
8,5,53.3653846153846,43.996979126093,0.201076030731201
8,6,53.3653846153846,43.1673746397029,0.197024822235107
8,7,53.3653846153846,49.0741137190962,0.205147266387939
8,8,53.3653846153846,45.7730377435762,0.201711893081665
8,9,53.3653846153846,48.6239952611338,0.240859746932983
8,10,53.3653846153846,45.1260344424606,0.203032732009888
9,-25,53.3653846153846,47.7803297488843,0.126027345657349
9,-24,53.3653846153846,46.2152736442693,0.131586074829102
