"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"ffa.1",785.925480619585,-6,0,1847.89805841446,4.78071297132706
"ffa.1",981.934244727763,-9,0,1131.92462277412,4.78787855321989
"ffa.1",828.426278136484,-7,0,1712.26757502556,4.69967283340088
"ffa.1",686.927642136766,-8,0,1715.05847501755,4.61234644662218
"ffa.1",61.7576333726291,-4,0,1338.51511788368,4.52699420257695
"ffa.1",816.639122602623,-9,0,1292.35918188095,4.81622088235674
"ffa.1",961.822554390319,-6,0,2087.52771878242,4.61660437658882
"ffa.1",69.9750356050208,-5,0,1117.99025940895,4.39001650983566
"ffa.1",277.350787327252,-5,0,1432.67783999443,4.49404495984034
"ffa.1",357.401351829804,-8,0,1612.86964416504,4.64511712445322
