"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hjn.300",3.001,-3.99,0.4,10.0874953269958,4.63562967125942
"hjn.300",4,-7,0,8.35075855255127,4.8328070236705
"hjn.300",4,-4.0001,0.5,5.5770001411438,4.63686824152389
"hjn.300",5.1,-5.1,0.5,6.16831517219543,4.61787433451339
"hjn.300",2.9999999,-4.9999999,0.4,6.35483646392822,4.70044222753197
"hjn.300",3,-4,0,7.46722936630249,4.70648762451816
"hjn.300",2.998,-5.001,0.3999,7.96652626991272,4.690167138045
"hjn.300",2.9999,-4.9998,0.5,5.98810267448425,4.68713933137173
"hjn.300",2.001,-5,0.5,4.30056667327881,4.77666097484738
"hjn.300",2,-3.0001,0.4,7.66344118118286,4.62886463857601
