"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"alo.1",416.589054168078,-7,0,1781.34078741074,4.5106833726415
"alo.1",110.587353095543,-5,0,1457.24553084373,4.48977468211679
"alo.1",492.52987696731,-5,0,2949.27865457535,4.49937460711927
"alo.1",921.584066167893,-7,0,2692.10347890854,4.65552971486084
"alo.1",286.652434441325,-6,0,1769.69873785973,4.56530358246576
"alo.1",390.380146278438,-7,0,1367.09750556946,4.57779138707781
"alo.1",218.634830440379,-5,0,1631.68127369881,4.4639314566127
"alo.1",685.890159438935,-8,0,2147.88175320625,4.86878450294978
"alo.1",513.411443413252,-7,0,2912.02736067772,4.64495380669598
"alo.1",26.9261431410713,-5,0,1578.60905408859,4.43634464113315
