"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"mfo.2",334.616737370484,-5,0,6236.57106852531,4.42734943248054
"mfo.2",297.056817761705,-5,0,7920.4005241394,4.41202220817704
"mfo.2",25.7321300753922,-4,0,12582.4303014278,4.39762435763329
"mfo.2",74.0189998902891,-4,0,4492.97890520096,4.44383849101296
"mfo.2",148.910391258052,-5,0,12020.5765330791,4.44283117694854
"mfo.2",39.561754919406,-4,0,12772.164308548,4.42897583764479
"mfo.2",545.793932164716,-5,0,10042.1027274132,4.45104155255684
"mfo.2",142.664906917984,-5,0,6345.74097681046,4.43765117247487
"mfo.2",566.533953837852,-5,0,12483.2231779099,4.43646255744122
"mfo.2",7.84929133969358,-4,0,9872.50527262688,4.41275429139713
