"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hjn.1",4,-3.7,0.5,292.592885971069,4.39343786661489
"hjn.1",4,-3,0.5,208.52400135994,4.39746102186013
"hjn.1",5,-2.99999,0.499,281.771420717239,4.38553426414213
"hjn.1",4.1,-4,0.5,216.664659738541,4.39438496554945
"hjn.1",3,-3,0.4,266.220503568649,4.41543694282888
"hjn.1",10,-5,0.5,229.374042987823,4.40787839580462
"hjn.1",4,-4,0.4,374.275090694427,4.4154377905842
"hjn.1",4.000001,-3.001,0.5,296.802549600601,4.39751581683766
"hjn.1",4.9,-3,0.5,226.784963607788,4.39430216937275
"hjn.1",5,-4,0.5,185.777443408966,4.40329232033071
