data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Wage,en,hjn,0.5,10,mae,1.57371878623962,12.0765491164709,390.574220426494,15.1007777894918
Wage,en,hjn,0.5,10,mae,0.231688022613525,13.5797734818565,565.123798382107,18.6848714133413
Wage,en,hjn,0.5,10,mae,0.245951175689697,12.2255629276125,300.785143902785,13.0677840185368
Wage,en,hjn,0.5,10,mae,0.22563910484314,11.8794241853393,2516.46635021056,31.994974308533
Wage,en,hjn,0.5,10,mae,0.218385219573975,13.3581502748623,979.164206181165,20.1637161262092
Wage,en,hjn,0.5,10,mae,0.200658559799194,15.4266610324625,472.626827850688,16.6545538909935
Wage,en,hjn,0.5,10,mae,0.232962369918823,11.0730064245631,527.862802595321,17.5176050333014
Wage,en,hjn,0.5,10,mae,0.209137201309204,12.7510994936106,731.777283344594,20.1731033794559
Wage,en,hjn,0.5,10,mae,0.181848526000977,8.97782249402245,410.018454782376,15.4262002536473
Wage,en,hjn,0.5,10,mae,0.162699460983276,12.5945732882066,356.772590538437,14.5986344726906
