"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"bobyqa.2",1999.99997356612,8,5,0.0406386123363815,117.443100652214,16.6094508171082
"bobyqa.2",2000.0027434814,8,5,0.00939328485713891,120.289465483693,18.44686627388
"bobyqa.2",1999.9632695731,8,5,0.0132524551265862,112.341989226361,16.3393218517303
"bobyqa.2",1999.9802,8,5,0.0208,97.7665623911756,16.622328042984
"bobyqa.2",1999.93776501248,8,5,0.001,94.5101480450576,18.9543356895447
"bobyqa.2",2000,8,5,0.0208,100.589842802878,14.5950844287872
"bobyqa.2",1999.99997237011,8,5,0.0208390838632889,112.739329148879,17.1442859172821
"bobyqa.2",1999.99998714484,8,5,0.0207948267175467,108.491031638951,14.688068151474
"bobyqa.2",1999.97158177377,8,5,0.001,93.3583898927104,17.8933339118958
"bobyqa.2",2000,8,5,0.0208,116.648020873383,14.8167350292206
