"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hs.2",2014.928698726,6,8,0.00276018232386559,94.703248892788,48.4553999900818
"hs.2",615.838541496673,9,9,0.0081161982731428,95.3475118057297,25.32421875
"hs.2",422.0894223526,3,5,0.00642229023482651,94.1581364036593,27.6069715023041
"hs.2",426.955144875147,5,5,0.0129142438070849,90.4415997051843,19.1024489402771
"hs.2",400.660750421335,1,9,0.0183842469884548,97.5084305781255,15.1942527294159
"hs.2",485.757192166056,10,9,0.00780786725948565,95.7041101409689,21.3731958866119
"hs.2",547.803882958041,12,9,0.0131621660245582,96.2440950124546,24.147439956665
"hs.2",588.752316392493,10,7,0.00685016508493573,94.7851707133904,28.3465337753296
"hs.2",211.762833601609,1,10,0.0200787877326366,92.3712000136078,32.45618891716
"hs.2",183.27932544722,13,5,0.0162324844649993,85.8683747090406,19.9133319854736
