"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"lbfgsb3.2",1999.98109715725,8,5,0.0100326389128414,104.300189474465,230.856144666672
"lbfgsb3.2",2000.161329276,8,5,0.00997436901336673,109.145415308178,288.427915096283
"lbfgsb3.2",2000.1794891785,8,5,0.00998751044965059,105.144111789019,391.701973438263
"lbfgsb3.2",2000.01190171029,8,5,0.00999935558345714,104.343430236925,268.426307678223
"lbfgsb3.2",1996.8310286767,8,5,0.00973270371807977,108.685010767543,387.204698801041
"lbfgsb3.2",2000.00002014144,8,5,0.00999999825886086,107.735333755363,312.619921445847
"lbfgsb3.2",1999.34897727362,8,5,0.0102027875515538,112.779226850182,271.967100381851
"lbfgsb3.2",2000.00571689278,8,5,0.00998662327058442,102.435501216403,323.445324420929
"lbfgsb3.2",2000.02743925123,8,5,0.0100186926921768,102.443845167334,267.379444599152
"lbfgsb3.2",1999.92057630163,8,5,0.00999084198559833,98.3498392026281,330.723239183426
