"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"sca.2",5000,2,7,0.001,95.6249063911627,44.2890453338623
"sca.2",4981.72038593245,10,5,0.00122096950889356,92.026833456159,58.5652158260345
"sca.2",3603.24869076627,13,9,0.00189786449326084,99.4001288724439,39.1486947536469
"sca.2",60.4997963591364,2,5,0.0494956612387272,97.6109831214411,21.149706363678
"sca.2",51.1510380959239,1,5,0.1,91.7832964801493,21.035680770874
"sca.2",108.342281179335,7,5,0.0292101974264399,90.4783484410089,21.4467916488647
"sca.2",65.2968731674844,7,9,0.0986792467025066,94.4734971343986,13.7941830158234
"sca.2",1894.07130413456,10,8,0.00321738917264156,89.044808185825,47.3072545528412
"sca.2",54.7467662363912,5,5,0.0879118863082,79.4997942386624,20.2786221504211
"sca.2",1898.97559713493,15,5,0.0016046083865379,95.1031559126472,31.4724357128143
