"NumTrees","MinNode","Shrinkage","IntDepth","MSE","MSE.UCL","Time"
15500,15,0.001,19,9.65053600125037,11.9763427511914,124.967620372772
16000,5,0.001,19,8.14172261820452,10.1064995895138,219.06972694397
16000,6,0.001,19,7.7564055715313,10.6862088925205,218.056149244308
16000,7,0.001,19,10.2779431409014,16.4232151648156,217.027138233185
16000,8,0.001,19,8.73985617055671,11.7569589359595,213.65825343132
16000,9,0.001,19,8.712587693472,10.3933582425904,199.323372602463
16000,10,0.001,19,9.44227279667331,15.8990106882701,188.792923927307
16000,11,0.001,19,10.1654230896545,15.492388779687,165.169824123383
16000,12,0.001,19,8.74961662996305,11.8920637650791,152.381839513779
16000,13,0.001,19,8.73724565866564,11.8308722298045,143.072416782379
16000,14,0.001,19,9.48008932028999,11.8402958669854,135.980473041534
16000,15,0.001,19,9.3541030705794,12.4776418283476,127.013284683228
16500,5,0.001,19,8.15708095652686,11.1231193993074,218.99969124794
16500,6,0.001,19,9.54908391027399,13.4025116378932,217.799342870712
16500,7,0.001,19,9.43676083887581,16.816064848387,218.260024309158
16500,8,0.001,19,8.24475639521436,10.5321126600551,215.115657329559
16500,9,0.001,19,7.92693663987624,10.811653260198,202.101702451706
16500,10,0.001,19,10.4397379055731,17.621888271986,183.414778470993
16500,11,0.001,19,8.83776612927852,10.5206900810421,170.823934793472
16500,12,0.001,19,9.52716629293326,16.5402965941714,159.868276596069
16500,13,0.001,19,9.0309169467802,11.2811305130693,150.988359928131
16500,14,0.001,19,9.95557375189702,16.0218335683091,137.990998268127
16500,15,0.001,19,9.48412974188706,12.430082117792,130.687390327454
17000,5,0.001,19,8.34272619948386,11.9528904536673,232.592632770538
17000,6,0.001,19,8.58894059775268,11.3832527737635,231.224182605743
17000,7,0.001,19,8.12149455173087,10.7150493849599,231.763426542282
17000,8,0.001,19,9.71012964585138,14.9217708720596,227.791120052338
17000,9,0.001,19,9.21208829758623,12.2890186232656,211.499360084534
17000,10,0.001,19,8.64775110075461,11.7838512606477,189.468795537949
17000,11,0.001,19,9.15613864590275,12.561719126886,174.061212778091
17000,12,0.001,19,9.06401803226556,11.6416132610571,161.80343079567
17000,13,0.001,19,9.08700929590178,13.148423391237,150.532248020172
17000,14,0.001,19,9.00413519315367,11.4181656704603,146.566551685333
17000,15,0.001,19,9.45695224015738,13.3497149970552,130.786547422409
17500,5,0.001,19,8.41490822515287,11.0834873789423,231.886724948883
17500,6,0.001,19,8.27144703744696,11.7970139606917,232.015769004822
17500,7,0.001,19,8.16338034957569,11.14670040775,230.03511595726
17500,8,0.001,19,9.74123820404574,16.305649204519,227.908930301666
17500,9,0.001,19,8.82233276302781,11.4420054473037,214.129023790359
17500,10,0.001,19,8.42463194540169,11.8665630145391,194.503417491913
17500,11,0.001,19,9.7864911040474,11.6648717729579,179.645155906677
17500,12,0.001,19,8.86102440313328,14.3164718035943,165.750186681747
17500,13,0.001,19,8.38777426227055,12.3809282263448,158.670686244965
17500,14,0.001,19,8.69090424057014,11.8658401384179,149.047488689423
17500,15,0.001,19,9.5177915949201,12.2688217764902,139.776068925858
18000,5,0.001,19,9.81676614851687,13.1916990170919,244.944064855576
18000,6,0.001,19,7.67824278510261,9.6107114721489,243.789753913879
18000,7,0.001,19,8.2720106812093,11.2585531365836,236.825229406357
18000,8,0.001,19,8.84469042968916,14.7229560705057,234.778816699982
18000,9,0.001,19,8.60616331683106,11.6663103880084,224.212494850159
18000,10,0.001,19,9.40720016463614,13.7823648211954,207.73107624054
18000,11,0.001,19,9.20713781059359,11.104426164106,190.500553607941
18000,12,0.001,19,8.77953258631412,11.7769333424388,171.449238777161
18000,13,0.001,19,8.57865648288939,11.624563620006,158.918564796448
18000,14,0.001,19,8.76894575431761,11.3881199000823,148.601892471313
18000,15,0.001,19,9.68946676484628,15.6105707280448,138.9247610569
18500,5,0.001,19,7.88682371657299,9.70607667004866,245.796643972397
18500,6,0.001,19,9.07613721701658,13.6652242535316,244.706190347672
18500,7,0.001,19,8.11826013135718,12.1629494563479,248.880347013474
18500,8,0.001,19,8.45309044881219,11.2973866589009,245.741177797318
18500,9,0.001,19,9.6134987473455,14.3369533220814,227.931684494019
18500,10,0.001,19,8.21439159709491,11.0523573346248,205.635082006454
18500,11,0.001,19,8.72914145346324,10.7219574520991,189.875566720963
18500,12,0.001,19,9.12287234034855,12.846788951005,175.190434455872
18500,13,0.001,19,8.7695800064847,11.5295492067451,163.200179815292
18500,14,0.001,19,8.95375382834831,13.1059750925906,151.562838792801
18500,15,0.001,19,11.5307018822376,18.1972478529936,145.468810319901
19000,5,0.001,19,7.58073162869741,9.7008360181779,257.533945560455
19000,6,0.001,19,8.48500370110618,13.3234311744223,251.593865633011
19000,7,0.001,19,7.61541977694134,9.5947351438255,250.832442522049
19000,8,0.001,19,7.82398948551499,10.7244213255034,263.004798412323
19000,9,0.001,19,8.12163958448516,11.9566869332696,235.215824365616
19000,10,0.001,19,8.50692714945598,12.0966294627156,213.293379545212
19000,11,0.001,19,8.43631381251003,10.3286579246903,204.262305736542
19000,12,0.001,19,9.50691205009942,15.4112510844464,180.01625919342
19000,13,0.001,19,9.56384881960572,14.2351361393061,166.972576856613
19000,14,0.001,19,8.37112871141742,11.3762052325848,157.233722448349
19000,15,0.001,19,10.136524497434,15.4341904662451,146.782939195633
19500,5,0.001,19,9.8710644799907,13.7766616824799,259.086355447769
19500,6,0.001,19,8.51903776117509,10.9034045360511,262.463009119034
19500,7,0.001,19,7.54719355461415,9.91321128511669,258.587565660477
19500,8,0.001,19,10.4010977081678,19.251243401021,252.660531759262
19500,9,0.001,19,9.00087897885606,11.702679222718,239.485136508942
19500,10,0.001,19,8.51618970900354,10.5387602884556,218.493686676025
19500,11,0.001,19,9.90979666232217,13.0264438263413,199.476367473602
19500,12,0.001,19,9.54236110227637,13.5784497111225,184.909596920013
19500,13,0.001,19,10.0215316590496,17.5147779385553,172.081474542618
19500,14,0.001,19,8.85850258171768,12.804990194918,164.322686433792
19500,15,0.001,19,9.76075703988759,14.1604845792484,149.460984230042
20000,5,0.001,19,7.39781681953615,8.9998939726879,266.488927602768
20000,6,0.001,19,8.22808412380313,11.3880471722019,264.537371397018
20000,7,0.001,19,8.97325073417409,13.5083210342633,265.346230745316
20000,8,0.001,19,8.74223518549258,12.1400974499234,260.711962938309
20000,9,0.001,19,8.47712619012318,13.5889336895005,245.228559494019
20000,10,0.001,19,8.6135405702916,12.0290798067083,223.309359312057
20000,11,0.001,19,9.15668226754895,11.2840645583155,204.176426887512
20000,12,0.001,19,8.21967534605438,11.0625462105896,189.905161380768
20000,13,0.001,19,9.85746723097741,12.0884567671856,175.772152423859
20000,14,0.001,19,8.69741702177978,12.1191690056609,163.827982187271
20000,15,0.001,19,9.50524991370496,12.9145821599161,155.732167720795
