"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
13,-3,0.2,8.47249167522608,10.3100634232028,4759.77488517761
13,-2,0.2,13.732157231608,16.0579114496339,7067.05865955353
13,-1,0.2,25.66860727501,31.9588890738558,9759.02840065956
13,0,0.2,34.2283084243203,37.4936871860951,12814.2406554222
13,1,0.2,21.9953647580779,24.7932400240344,7593.92241978645
13,2,0.2,10.5195759611168,12.061348415871,1761.16722011566
13,3,0.2,7.44125363994021,7.99178390632369,195.104817390442
13,4,0.2,6.82187649564922,7.18411760963232,56.2305343151093
13,5,0.2,7.35161386362205,7.79181283327616,49.8652231693268
13,6,0.2,8.2099029570015,8.80725738313305,32.0778782367706
13,7,0.2,9.1284858976615,9.99901034547607,69.9995064735413
13,8,0.2,9.84307470671907,10.4722056014923,86.1609106063843
13,9,0.2,10.1668019953325,10.9637152067807,78.595340013504
13,10,0.2,10.3310114126605,11.0004911811756,82.5575127601624
14,-25,0.2,6.31503713720828,6.83872481871855,15.3500893115997
14,-24,0.2,5.89145621301391,6.43815088199551,15.3920903205872
14,-23,0.2,5.5997741934928,6.12972223413391,15.4393773078918
14,-22,0.2,5.35897885137145,5.83419058274389,15.7194356918335
14,-21,0.2,5.23220272356789,5.71569479468324,15.9879124164581
14,-20,0.2,5.15862280800301,5.69980495063953,16.157243013382
14,-19,0.2,5.0768759758113,5.52915158477005,16.4658608436584
14,-18,0.2,5.04179118531384,5.39190477310663,16.9442384243011
14,-17,0.2,4.97232574902847,5.35828749437293,18.226393699646
14,-16,0.2,4.91111114366343,5.19611122661316,20.4428930282593
14,-15,0.2,4.80335417486925,5.01697087093954,23.3807098865509
14,-14,0.2,4.73299847633527,4.98125971768876,25.6119780540466
14,-13,0.2,4.68344648942934,5.20635262649551,32.1219499111176
14,-12,0.2,4.89753271064436,5.63961656545788,45.5457408428192
14,-11,0.2,4.88938702507694,5.62990368758913,67.4863948822021
14,-10,0.2,4.78997727629409,5.30198411771776,106.391633033752
14,-9,0.2,5.21188296067401,6.87938124655079,195.954708576202
14,-8,0.2,4.81395744395653,5.2535191755034,332.060886383057
14,-7,0.2,4.63166917201277,5.01538704593722,630.148887634277
14,-6,0.2,6.74633115335078,9.19013660906168,1227.74719214439
14,-5,0.2,6.04500212951957,7.79345550162659,2481.54164910316
14,-4,0.2,7.93115902107039,12.1638230990446,3771.99992060661
14,-3,0.2,14.1148690702835,20.535734648169,5603.11765432358
14,-2,0.2,20.0287088723982,23.246891212979,8158.85747504234
14,-1,0.2,39.7974972240658,47.5404766656932,10554.4848175049
14,0,0.2,47.0147436503497,55.185358738686,12828.7419745922
14,1,0.2,25.9391878935809,30.4225660656327,11263.82376194
14,2,0.2,10.923475829703,12.1961749116452,2165.0196955204
14,3,0.2,7.48450989981926,7.96748458159077,195.816075086594
14,4,0.2,6.88152499940964,7.29742425827879,56.6338751316071
14,5,0.2,7.37539424720225,7.77813449852478,49.5360825061798
14,6,0.2,8.21726731409698,8.8363498018916,32.0069153308868
14,7,0.2,9.12254453248001,9.77428173251498,70.8106088638306
14,8,0.2,9.82083766627477,10.6035900377919,87.092601776123
14,9,0.2,10.1627202203503,10.7587048156725,79.0115370750427
14,10,0.2,10.3335413566921,11.1181578775268,82.6927318572998
15,-25,0.2,5.89071395505059,6.43543743047986,14.9945178031921
15,-24,0.2,5.59612628890076,6.01662392494516,15.369487285614
15,-23,0.2,5.38023758898467,5.77287544034663,15.6114389896393
15,-22,0.2,5.23042732262468,5.69270921261707,16.2258551120758
15,-21,0.2,5.14215115503732,5.71079439582799,16.2351386547089
15,-20,0.2,5.06397705908782,5.51076841322025,16.6669373512268
15,-19,0.2,5.03494621712585,5.4347491592186,17.2457847595215
15,-18,0.2,5.00023846280399,5.58869285352106,18.5978438854218
15,-17,0.2,4.94047291245886,5.39674517108839,20.7299280166626
15,-16,0.2,4.85450962424362,5.15326306234921,23.7533295154572
15,-15,0.2,4.77642474682854,5.17975968821644,27.3344802856445
15,-14,0.2,4.86041326426756,5.52001850196071,32.8629803657532
15,-13,0.2,4.70756876606893,5.08492170730625,44.7683625221252
15,-12,0.2,4.9302119244109,5.65925514235979,72.7414448261261
15,-11,0.2,4.78904214647097,5.3806292844227,115.280412912369
15,-10,0.2,5.9327799624066,8.53753528585925,193.587840557098
15,-9,0.2,4.67701353029401,5.02473952268878,363.925092697144
15,-8,0.2,14.27648887159,32.3105918899449,671.636600971222
15,-7,0.2,5.25881456067609,6.20203664111368,1252.08066916466
15,-6,0.2,12.1160946384332,24.6612087330704,2150.90174078941
15,-5,0.2,6.39613929351292,7.676580154718,3269.43224549294
15,-4,0.2,9.98522465573882,16.7261168276969,4953.42390418053
15,-3,0.2,17.5515100207336,24.520673327346,7010.67371630669
15,-2,0.2,36.4871633873701,48.3914829637011,9556.99089169502
15,-1,0.2,54.047380021105,61.3104208196203,11329.7821419239
15,0,0.2,56.7633242290044,67.0108827274727,13190.4722750187
15,1,0.2,25.718750181913,29.6660794468415,14712.1809968948
15,2,0.2,11.8703225246691,13.2791656744552,2604.32404232025
15,3,0.2,7.34450847057464,7.84192259008165,195.478843212128
15,4,0.2,6.82552853766402,7.2735399958739,54.2983865737915
15,5,0.2,7.35815235421921,7.85356127521732,49.6400096416473
15,6,0.2,8.19512596351277,8.49321277129436,32.0673835277557
15,7,0.2,9.14662225755238,9.56941207111017,70.1198773384094
15,8,0.2,9.81349274957956,10.4146927358686,86.5213873386383
15,9,0.2,10.1535378262504,10.788910858111,80.2108826637268
