"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
25,-10,1,64957.3809467788,187252.262065161,2303.58266568184
25,-9,1,75857.3028948691,129366.90519238,2725.56222438812
25,-8,1,561782.063699411,1636473.09578826,4237.56189036369
25,-7,1,573059.138051039,1593666.29960451,6399.31184434891
25,-6,1,204826.559219249,414676.659551289,8301.07225322723
25,-5,1,293453.189043843,476891.87512247,8001.09404325485
25,-4,1,35827.9759154615,41673.3238200192,5120.03562951088
25,-3,1,1404.96979245062,2127.42959379651,3712.84922766686
25,-2,1,54.1570587283065,70.0258532801647,3793.29811930656
25,-1,1,12.8741767086127,14.4348037286027,1184.03107666969
25,0,1,7.92649506306726,8.50014743682489,59.0270230770111
25,1,1,6.56163881176529,6.99222570055168,10.679619550705
25,2,1,6.84003136834802,7.2317739100284,7.67242503166199
25,3,1,7.80202017230125,8.24931601713881,7.67489743232727
25,4,1,8.68884698804926,9.13728262873988,8.431396484375
25,5,1,9.4461481614589,9.94226111101827,12.1208672523499
25,6,1,10.1320573448118,10.7013960189912,13.3447721004486
25,7,1,10.647756330329,11.3132100262028,11.8292188644409
25,8,1,10.8863228493271,11.4333706574333,13.3438467979431
25,9,1,11.0204455256461,11.6587062599136,13.7567586898804
25,10,1,11.0815516788354,11.578173094931,14.139586687088
