"Optimizer","Nu","Iter","Depth","Error","Time"
"sca.1",0.0764654151425753,300,20,0.0292825768667643,1418.23780298233
"sca.1",0.442884063683447,50,10,0.0307467057101025,934.996865272522
"sca.1",0.438234293833375,132,18,0.0278184480234261,881.145988464355
"sca.1",0.181981290095609,300,20,0.0322108345534407,1343.77391147614
"sca.1",1,59,11,0.0336749633967789,799.03648018837
"sca.1",0.975622492605401,50,11,0.0307467057101025,873.266555786133
"sca.1",0.252508358448253,264,18,0.0292825768667643,1262.1332654953
"sca.1",0.867259771097451,220,12,0.0322108345534407,1175.30499982834
"sca.1",0.425023155102301,224,17,0.0322108345534407,1189.12223768234
"sca.1",0.355777384713292,168,9,0.0322108345534407,1077.0833272934
