"Nu","Iter","Maxdepth","Accuracy","AccLCL","Time"
0.3,100,5,0.752604166666667,0.729920753830809,8.28711247444153
0.3,200,5,0.760416666666667,0.742552083333333,14.8891084194183
0.3,300,5,0.72265625,0.693670155318311,22.3445520401001
0.3,400,5,0.731770833333333,0.718266477683108,29.8377492427826
0.3,500,5,0.735677083333333,0.715260416666667,37.3573791980743
0.3,600,5,0.71484375,0.692742060007585,44.8562071323395
0.3,700,5,0.734375,0.72671875,52.112740278244
0.3,800,5,0.7109375,0.679061989383175,59.5788397789001
0.3,900,5,0.713541666666667,0.691293119975678,67.0357863903046
0.3,1000,5,0.709635416666667,0.68921875,74.8659598827362
0.3,1100,5,0.723958333333333,0.698057516318254,82.6406180858612
0.3,1200,5,0.717447916666667,0.662890606354418,89.7918393611908
0.3,1300,5,0.731770833333333,0.682481917298147,97.4671733379364
0.3,1400,5,0.723958333333333,0.701709786642345,105.054773569107
0.5,100,5,0.71875,0.687807634010619,7.43881273269653
0.5,200,5,0.727864583333333,0.71,14.9245977401733
0.5,300,5,0.748697916666667,0.726449369975678,22.4744131565094
0.5,400,5,0.72265625,0.696134222009102,29.9168217182159
0.5,500,5,0.713541666666667,0.681564154155159,37.1870977878571
0.5,600,5,0.720052083333333,0.705842684699028,44.3607640266418
0.5,700,5,0.713541666666667,0.680364583333333,52.0215611457825
0.5,800,5,0.7265625,0.717721824003034,59.2690539360046
0.5,900,5,0.723958333333333,0.705554998698153,67.0036735534668
0.5,1000,5,0.716145833333333,0.706944166015743,74.3867011070251
0.5,1100,5,0.72265625,0.695768383651574,82.0973143577576
0.5,1200,5,0.720052083333333,0.690620022544851,89.6582088470459
0.5,1300,5,0.72265625,0.706718494691587,97.2964866161346
0.5,1400,5,0.725260416666667,0.711756061016441,104.560709953308
0.7,100,5,0.734375,0.699289654835494,7.38242888450623
0.7,200,5,0.723958333333333,0.703068630946784,14.9052813053131
0.7,300,5,0.736979166666667,0.714730619975678,22.3849148750305
0.7,400,5,0.73046875,0.711200943368319,29.8261117935181
0.7,500,5,0.71484375,0.69953125,37.3308162689209
0.7,600,5,0.71875,0.698493466524662,44.7123379707336
0.7,700,5,0.72265625,0.706718494691587,52.1340022087097
0.7,800,5,0.731770833333333,0.685762496745381,59.9157843589783
0.7,900,5,0.73046875,0.708367060007585,66.9460055828094
0.7,1000,5,0.717447916666667,0.689029119398055,74.9738595485687
0.7,1100,5,0.721354166666667,0.702950832031486,82.5502319335938
0.7,1200,5,0.721354166666667,0.705830449792468,90.3037810325623
0.7,1300,5,0.709635416666667,0.661145833333333,97.5084865093231
0.7,1400,5,0.716145833333333,0.711041666666667,105.247325897217
1,100,5,0.720052083333333,0.691633286064722,7.51064610481262
1,200,5,0.716145833333333,0.676036695383876,14.8112046718597
1,300,5,0.716145833333333,0.69828125,22.4248394966125
1,400,5,0.72265625,0.718235912001517,29.9523675441742
1,500,5,0.735677083333333,0.721467684699028,37.5884330272675
1,600,5,0.69921875,0.694798412001517,45.0597519874573
1,700,5,0.716145833333333,0.699410703766104,52.5012073516846
1,800,5,0.729166666666667,0.700747869398055,60.1318752765656
1,900,5,0.73046875,0.703580883651574,67.4319093227386
1,1000,5,0.7109375,0.697676486004551,75.0897390842438
1,1100,5,0.735677083333333,0.724552809987839,82.4341216087341
1,1200,5,0.73828125,0.713669849620383,90.2343292236328
1,1300,5,0.708333333333333,0.685649920497476,98.0432693958282
1,1400,5,0.723958333333333,0.705554998698153,105.454643011093
0.01,100,6,0.78125,0.74672605657995,7.50404715538025
0.01,200,6,0.764322916666667,0.737314205366216,15.1279714107513
0.01,300,6,0.7578125,0.728826405318311,22.5865633487701
0.01,400,6,0.751302083333333,0.722883286064722,30.0159924030304
0.01,500,6,0.764322916666667,0.757570738841554,37.5743687152863
0.01,600,6,0.75390625,0.724920155318311,45.2784380912781
0.01,700,6,0.751302083333333,0.711192945383876,52.7017562389374
