"Optimizer","Nu","Iter","Depth","Error","Time"
"woa.1",0.170534524871745,103,7,0.157142857142857,2961.26269340515
"woa.1",0.124055429828396,60,7,0.146428571428571,1551.9297683239
"woa.1",0.609717009655118,88,9,0.15,1955.80164527893
"woa.1",0.619550576899201,139,20,0.163095238095238,3230.47938251495
"woa.1",0.261895760716647,57,3,0.155952380952381,1447.4146502018
"woa.1",0.286747569169455,257,2,0.154761904761905,4343.14003515244
"woa.1",0.0925818372161746,191,11,0.153571428571429,4084.14239382744
"woa.1",0.0410925647079419,158,11,0.15,4483.87381362915
"woa.1",0.0566575629053681,152,5,0.151190476190476,3452.47274160385
"woa.1",0.384580013586798,184,8,0.167857142857143,4179.75455403328
