"Optimizer","Nu","Iter","Depth","Error","Time"
"ga.1",0.482177054323742,217,12,0.134523809523809,5174.86063957214
"ga.1",0.299537524580956,173,9,0.135714285714286,6272.51053619385
"ga.1",0.243905389292912,205,13,0.136904761904762,7094.28793692589
"ga.1",0.207168634877841,184,14,0.130952380952381,6204.28332591057
"ga.1",0.474759742309654,150,11,0.139285714285714,4942.13632392883
"ga.1",0.141007524057477,217,18,0.138095238095238,7370.15000295639
"ga.1",0.767113222289063,166,6,0.136904761904762,6896.76482439041
"ga.1",0.474759742309654,150,11,0.139285714285714,4883.57294225693
"ga.1",0.367142939934699,134,10,0.133333333333333,5648.67416405678
"ga.1",0.177680790424347,252,16,0.135714285714286,7079.2403986454
