"Optimizer","Nu","Iter","Depth","Error","Time"
"goa.1",0.728467519627884,174,4,0.180952380952381,3522.58528661728
"goa.1",0.121437207426956,157,18,0.147619047619048,3561.06162381172
"goa.1",0.0597056698385802,55,4,0.147619047619048,1407.36077475548
"goa.1",0.855802381023927,216,15,0.164285714285714,4551.74135184288
"goa.1",0.600510411069097,108,4,0.176190476190476,2286.54857945442
"goa.1",0.13349263081294,253,12,0.152380952380952,5441.25404405594
"goa.1",0.0680735639043646,158,5,0.147619047619048,3159.75690841675
"goa.1",0.227483635875164,90,3,0.142857142857143,1838.09932899475
"goa.1",0.576387662089895,193,2,0.182142857142857,3157.8474187851
"goa.1",0.0626250552659382,61,4,0.153571428571429,1344.97586917877
