"Optimizer","Nu","Iter","Depth","Error","Time"
"woa.1",0.587505970815506,213,18,0.144230769230769,12499.4941036701
"woa.1",0.254616890790077,192,11,0.129807692307692,11695.5579762459
"woa.1",0.497134335135368,232,16,0.144230769230769,13131.7614061832
"woa.1",0.12342280468884,157,16,0.139423076923077,10654.1334905624
"woa.1",0.289021254669421,300,9,0.129807692307692,16584.829646349
"woa.1",0.143394616765888,182,12,0.120192307692308,10850.4822452068
"woa.1",0.382920683903234,142,4,0.153846153846154,9501.72846698761
"woa.1",0.145350129448998,261,17,0.144230769230769,16101.757512331
"woa.1",0.765422975234388,142,3,0.177884615384615,9415.68196964264
"woa.1",0.37627858179696,280,14,0.120192307692308,15224.5062334537
