"Optimizer","Nu","Iter","Depth","Error","Time"
"ffa.2",0.607090921830386,284,12,0.129807692307692,4327.72287607193
"ffa.2",0.01,236,11,0.216346153846154,3698.60783267021
"ffa.2",0.682321761087514,79,17,0.182692307692308,1395.82584834099
"ffa.2",0.599532269339543,110,19,0.168269230769231,1870.61938691139
"ffa.2",0.193702804036438,226,16,0.206730769230769,3577.01673603058
"ffa.2",0.205673947206233,234,11,0.182692307692308,3663.35615253449
"ffa.2",0.314224228106905,269,11,0.168269230769231,4233.91091871262
"ffa.2",0.259637648109347,276,19,0.129807692307692,4322.0814640522
"ffa.2",0.56086026391713,164,6,0.163461538461538,2640.7704641819
"ffa.2",0.538125591087155,289,10,0.149038461538462,4498.75921607018
