"Optimizer","Nu","Iter","Depth","Error","Time"
"hjn.1",0.7,101,3,0.115384615384615,1051.20537590981
"hjn.1",0.7,100,5,0.134615384615385,833.012043714523
"hjn.1",1,101,2,0.120192307692308,680.063936710358
"hjn.1",1,100,2,0.120192307692308,859.172507286072
"hjn.1",1,102,2,0.134615384615385,714.540251493454
"hjn.1",1,99,2,0.125,728.291629552841
"hjn.1",0.7999,100,2,0.120192307692308,957.395054578781
"hjn.1",0.4,100,2,0.129807692307692,823.953346014023
"hjn.1",0.6,100,2,0.129807692307692,880.261595726013
"hjn.1",0.7,101,2,0.134615384615385,740.590175628662
