"Optimizer","Nu","Iter","Depth","Error","Time"
"alo.2",0.812315611146765,274,19,0.163461538461538,4031.28686356545
"alo.2",0.403594194229227,237,9,0.115384615384615,3325.77650403976
"alo.2",0.6450004544244,112,10,0.168269230769231,2409.87835621834
"alo.2",0.699979046977574,253,19,0.144230769230769,3658.10673117638
"alo.2",0.564331027594296,232,12,0.158653846153846,3552.54773283005
"alo.2",0.511796587074641,125,17,0.201923076923077,2568.40269613266
"alo.2",0.570418999223538,258,3,0.125,3925.55444097519
"alo.2",0.678999106551438,185,15,0.149038461538462,3265.79967522621
"alo.2",0.305536311346141,174,15,0.158653846153846,2845.92685413361
"alo.2",0.629146390458074,175,10,0.158653846153846,2876.21076440811
