"Optimizer","Nu","Iter","Depth","Error","Time"
"pso.2",0.580272518985935,209,16,0.177884615384615,8395.46423506737
"pso.2",0.876328302546941,249,9,0.149038461538462,8852.50840091705
"pso.2",0.372343787654439,145,17,0.211538461538462,8112.13118720055
"pso.2",0.766466104936397,251,9,0.173076923076923,7614.661703825
"pso.2",0.593355367066878,194,19,0.168269230769231,8584.73976755142
"pso.2",0.401853688545786,194,13,0.153846153846154,9244.4547533989
"pso.2",0.677718375417936,215,9,0.153846153846154,8369.28132677078
"pso.2",1,279,16,0.153846153846154,10055.1203629971
"pso.2",0.402914411875041,197,11,0.177884615384615,10166.5616407394
"pso.2",1,268,15,0.168269230769231,8195.28831982613
