"Optimizer","Nu","Iter","Depth","Error","Time"
"Rcgmin.2",0.7,100,2,0.163461538461538,351.406204462051
"Rcgmin.2",0.7,100,2,0.129807692307692,344.701571702957
"Rcgmin.2",0.7,100,2,0.134615384615385,430.282415628433
"Rcgmin.2",0.7,100,2,0.139423076923077,344.487875938416
"Rcgmin.2",0.700000000000876,100,2,0.110576923076923,4202.25573563576
"Rcgmin.2",0.699999429938904,100,2,0.100961538461538,56647.4426176548
"Rcgmin.2",0.7,100,2,0.149038461538462,316.021631240845
"Rcgmin.2",0.7,100,2,0.120192307692308,301.412713289261
"Rcgmin.2",0.7,100,2,0.125,473.073744297028
"Rcgmin.2",0.7,100,2,0.139423076923077,309.710598707199
