"Optimizer","Nu","Iter","Depth","Error","Time"
"hs.1",0.842022467763163,236,6,0.149038461538462,11846.6922786236
"hs.1",0.356658986774273,248,18,0.149038461538462,13815.4412546158
"hs.1",0.375665831789374,275,3,0.125,14410.6778991222
"hs.1",0.233101548182312,248,4,0.125,11805.6804680824
"hs.1",0.829483488437254,239,19,0.129807692307692,11785.0037045479
"hs.1",0.466853473018855,189,10,0.125,11928.7892978191
"hs.1",0.221779813994654,217,9,0.134615384615385,10775.1541249752
"hs.1",0.1412219600752,277,19,0.110576923076923,11663.795735836
"hs.1",0.562153444753494,190,10,0.115384615384615,10645.7549886703
"hs.1",0.956294611478224,281,8,0.153846153846154,12906.1286377907
