"Optimizer","Nu","Iter","Depth","Error","Time"
"hjkb.2",0.711695861816406,104,2,0.120192307692308,23014.7370824814
"hjkb.2",0.697081756591797,100,3,0.100961538461538,22580.3848228455
"hjkb.2",0.779353332519531,101,2,0.139423076923077,15844.4217820168
"hjkb.2",0.781195831298828,100,4,0.115384615384615,16754.937543869
"hjkb.2",0.377450714111328,101,3,0.120192307692308,19088.7031002045
"hjkb.2",0.463320922851562,102,4,0.134615384615385,18586.144115448
"hjkb.2",0.62425537109375,99,2,0.120192307692308,15531.0160725117
"hjkb.2",0.185122680664062,101,4,0.105769230769231,20778.5103917122
"hjkb.2",0.512156677246094,103,2,0.125,15711.6913077831
"hjkb.2",0.513716888427734,99,4,0.115384615384615,19184.7492420673
