"Optimizer","Nu","Iter","Depth","Error","Time"
"spg.2",0.700055114940454,100,2,0.125,2428.49560832977
"spg.2",0.699983682845764,100,2,0.125,1817.49112129211
"spg.2",0.699992373272401,100,2,0.110576923076923,3612.44110131264
"spg.2",0.699968467031912,100,2,0.134615384615385,1705.57351541519
"spg.2",0.699988184742502,100,2,0.125,3238.43144249916
"spg.2",0.700001144409186,100,2,0.134615384615385,3190.27359771729
"spg.2",0.700001144409187,100,2,0.153846153846154,1551.71170210838
"spg.2",0.699895956020539,100,2,0.100961538461538,5599.50603079796
"spg.2",0.699996863818978,100,2,0.129807692307692,3982.39081144333
"spg.2",0.699619018692782,100,2,0.120192307692308,5832.38364577293
