"Optimizer","Cost","Gamma","Time","Error"
"ALO.2",1,-5,22.1479711532593,0.0292825768667643
"ALO.2",1,-5,21.4758296012878,0.0292825768667643
"ALO.2",1,-5,21.202981710434,0.0292825768667643
"ALO.2",1,-5,21.1527016162872,0.0292825768667643
"ALO.2",1,-5,21.1205387115479,0.0292825768667643
"ALO.2",1,-5,21.0280456542969,0.0292825768667643
"ALO.2",1,-5,21.0393812656403,0.0292825768667643
"ALO.2",1,-5,20.9986832141876,0.0292825768667643
"ALO.2",1,-5,20.9547832012177,0.0292825768667643
"ALO.2",1,-5,20.7779507637024,0.0292825768667643
