"Optimizer","Cost","Gamma","Time","Error"
"FFA.2",929.997377262078,-0.845996480528265,29.228084564209,0.0395314787701318
"FFA.2",929.997377262078,-0.845996480528265,28.5228686332703,0.0395314787701318
"FFA.2",929.997377262078,-0.845996480528265,28.455836057663,0.0395314787701318
"FFA.2",929.997377262078,-0.845996480528265,28.2324452400208,0.0395314787701318
"FFA.2",929.997377262078,-0.845996480528265,28.1849875450134,0.0395314787701318
"FFA.2",929.997377262078,-0.845996480528265,28.1411762237549,0.0395314787701318
"FFA.2",929.997377262078,-0.845996480528265,28.0917057991028,0.0395314787701318
"FFA.2",929.997377262078,-0.845996480528265,28.1433606147766,0.0395314787701318
"FFA.2",929.997377262078,-0.845996480528265,28.1575169563293,0.0395314787701318
"FFA.2",929.997377262078,-0.845996480528265,28.2497982978821,0.0395314787701318
