"Optimizer","Cost","Gamma","Time","Error"
"spg.2",32,-4.99511719487304,5.27074146270752,0.0336749633967788
"spg.2",32.0038528442291,-5,4.59108519554138,0.0307467057101024
"spg.2",31.9999999999926,-5.00000000000188,8.64350175857544,0.0351390922401171
"spg.2",31.9999999999999,-5,9.60972189903259,0.0322108345534407
"spg.2",31.9999852180473,-5.00000238418593,4.46144938468933,0.0351390922401171
"spg.2",32,-5,0.365478992462158,0.0409956076134699
"spg.2",31.9999999963911,-5.00000000058208,5.04517865180969,0.0351390922401171
"spg.2",32,-5,0.339058876037598,0.0395314787701318
"spg.2",31.9999963045119,-5.00000120591111,5.34203743934631,0.0322108345534407
"spg.2",32.0009632110535,-4.9999904632569,3.7978253364563,0.0395314787701318
