"Optimizer","Cost","Gamma","Time","Error"
"PSO.1",572.261521148263,16.0137970857322,174.030809640884,0.248901903367496
"PSO.1",572.261521148263,16.0137970857322,171.686805009842,0.248901903367496
"PSO.1",572.261521148263,16.0137970857322,170.417858600616,0.248901903367496
"PSO.1",572.261521148263,16.0137970857322,171.006484746933,0.248901903367496
"PSO.1",572.261521148263,16.0137970857322,170.99033164978,0.248901903367496
"PSO.1",572.261521148263,16.0137970857322,170.81355047226,0.248901903367496
"PSO.1",572.261521148263,16.0137970857322,170.769851446152,0.248901903367496
"PSO.1",572.261521148263,16.0137970857322,170.834719657898,0.248901903367496
"PSO.1",572.261521148263,16.0137970857322,170.535636901855,0.248901903367496
"PSO.1",572.261521148263,16.0137970857322,170.539051532745,0.248901903367496
