"Optimizer","Cost","Gamma","Time","Error"
"HS.2",316.719242348569,-2.82557647003559,25.7984421253204,0.0512445095168374
"HS.2",316.719242348569,-2.82557647003559,25.2340340614319,0.0512445095168374
"HS.2",316.719242348569,-2.82557647003559,24.9026291370392,0.0512445095168374
"HS.2",316.719242348569,-2.82557647003559,24.9564201831818,0.0512445095168374
"HS.2",316.719242348569,-2.82557647003559,24.885799407959,0.0512445095168374
"HS.2",316.719242348569,-2.82557647003559,24.8838346004486,0.0512445095168374
"HS.2",316.719242348569,-2.82557647003559,24.9091186523438,0.0512445095168374
"HS.2",316.719242348569,-2.82557647003559,24.8178684711456,0.0512445095168374
"HS.2",316.719242348569,-2.82557647003559,24.6948401927948,0.0512445095168374
"HS.2",316.719242348569,-2.82557647003559,24.7228806018829,0.0512445095168374
