"Optimizer","Cost","Gamma","Time","Error"
"lbfgsb3.2",31.8247816148004,-5.0282610298709,14.8453080654144,0.0439238653001465
"lbfgsb3.2",33.0698458771262,-5.03026235539783,21.6783034801483,0.0439238653001465
"lbfgsb3.2",31.928611708215,-5.02344505810435,24.6294090747833,0.0409956076134699
"lbfgsb3.2",31.997508104896,-4.99919622892252,39.5529339313507,0.0409956076134699
"lbfgsb3.2",32,-5,24.1372857093811,0.048316251830161
"lbfgsb3.2",31.8130085269367,-4.93757610185704,33.2180857658386,0.0424597364568082
"lbfgsb3.2",31.4215960305214,-4.9990364021905,14.8387637138367,0.0395314787701318
"lbfgsb3.2",31.9907366634863,-4.96419064019024,50.5154190063477,0.0424597364568082
"lbfgsb3.2",32.6136454553911,-5.00004769303809,28.9450371265411,0.0424597364568082
"lbfgsb3.2",32.3838675869974,-5,14.118203163147,0.0424597364568082
