"Optimizer","Cost","Gamma","Time","Error"
"hjn.1",35,-6,5.22338485717773,0.0263543191800879
"hjn.1",32,-7,3.95897340774536,0.027818448023426
"hjn.1",31.00001,-6,4.32365822792053,0.0263543191800879
"hjn.1",31.999,-6,4.22647047042847,0.027818448023426
"hjn.1",31.00001,-6.00001,4.86378836631775,0.0263543191800879
"hjn.1",30.9989999,-6,4.95738506317139,0.0248901903367496
"hjn.1",33,-7,3.26806426048279,0.027818448023426
"hjn.1",30.99,-5.99,4.82407021522522,0.0263543191800879
"hjn.1",33.001,-6,4.1392068862915,0.027818448023426
"hjn.1",30,-6,4.16963577270508,0.027818448023426
