data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Mullein,en,ga,50,10,auc,118.88366317749,0.769244788038804,0.744666776914172,0.815522030189142
Mullein,en,ga,50,10,auc,180.061769247055,0.771009483660044,0.762857615346453,0.827270800754886
Mullein,en,ga,50,10,auc,131.288458824158,0.765281542825249,0.748553001488341,0.820321816789935
Mullein,en,ga,50,10,auc,114.500152349472,0.755728993689804,0.751364312882421,0.823820374707157
Mullein,en,ga,50,10,auc,127.181866407394,0.754497852236934,0.762526872829502,0.827145986066005
Mullein,en,ga,50,10,auc,119.949981451035,0.752902916057014,0.749462543409955,0.821214635621654
Mullein,en,ga,50,10,auc,179.062707185745,0.768107117368804,0.748553001488341,0.821629226043103
Mullein,en,ga,50,10,auc,137.806129455566,0.765607944743727,0.749214486522242,0.821213541715534
Mullein,en,ga,50,10,auc,150.589823722839,0.758795174636412,0.7688936662808,0.829906348782289
Mullein,en,ga,50,10,auc,130.481125116348,0.75614413816008,0.749049115263767,0.822041245785156
