data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Mullein,gbm,hjn,TRUE,10,auc,278.213700532913,0.85025278238475,0.886886059202911,0.886886059202911
Mullein,gbm,hjn,TRUE,10,auc,266.77877163887,0.851561653514222,0.883909376550356,0.883909376550356
Mullein,gbm,hjn,TRUE,10,auc,280.613325834274,0.843378457625182,0.891929882586406,0.891929882586406
Mullein,gbm,hjn,TRUE,10,auc,362.422716856003,0.840168194241764,0.906565238961468,0.906565238961468
Mullein,gbm,hjn,TRUE,10,auc,276.216117143631,0.849582339914414,0.891351083181743,0.891351083181743
Mullein,gbm,hjn,TRUE,10,auc,299.674253940582,0.844428320087013,0.901438729948735,0.901438729948735
Mullein,gbm,hjn,TRUE,10,auc,302.440433979034,0.848471665862525,0.898544732925418,0.898544732925418
Mullein,gbm,hjn,TRUE,10,auc,277.301146507263,0.854866687431903,0.881263436414751,0.881263436414751
Mullein,gbm,hjn,TRUE,10,auc,400.463627338409,0.845901226574073,0.891433768810981,0.891433768810981
Mullein,gbm,hjn,TRUE,10,auc,459.162678003311,0.85189256959299,0.815776418058541,0.815776418058541
