"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
21,9,0.5,6440250357.25469,7479593011.41213,10.6696467399597
21,10,0.5,6443680502.73704,7138806483.76683,10.8166196346283
22,-25,0.5,6949481085.87063,7702142307.7911,16.5616948604584
22,-24,0.5,7694853346.76288,8672585264.42832,21.2120273113251
22,-23,0.5,10412674041.3353,12052789813.4278,35.0748558044434
22,-22,0.5,10582742639.4788,11825384467.0152,65.5419218540192
22,-21,0.5,12707471894.9189,14396399896.4331,145.992309331894
22,-20,0.5,13536794737.4704,15059317514.4926,348.005903244019
22,-19,0.5,13476146065.5354,15246734362.9483,713.260964393616
22,-18,0.5,15483038912.1665,17835768023.8484,901.071912050247
22,-17,0.5,18510683072.2181,21743319151.4472,1141.62316536903
22,-16,0.5,20415820035.7203,21701784860.0706,1617.74679708481
22,-15,0.5,1601331026.87996,2061061870.81247,89.949362039566
22,-14,0.5,1503599816.25411,2044486917.22526,33.1107058525085
22,-13,0.5,1490352999.28501,2085856728.78168,17.6315889358521
22,-12,0.5,1344980685.84995,1725346145.0193,9.27166652679443
22,-11,0.5,1287380885.44968,1815687060.62474,5.67774438858032
22,-10,0.5,1239906403.34048,1590725694.02975,3.87505602836609
22,-9,0.5,1081911952.90678,1475423997.90338,2.90182685852051
22,-8,0.5,1023544566.01176,1279919667.14539,2.34941053390503
22,-7,0.5,1071567008.03176,1378589373.03912,2.00123500823975
22,-6,0.5,1053331652.33277,1257108073.9973,1.89559435844421
22,-5,0.5,1239214583.67604,1632532319.358,2.14254546165466
22,-4,0.5,2041882882.83478,2700385534.42749,3.24017763137817
22,-3,0.5,3978396572.8575,4656513603.74049,6.06648826599121
22,-2,0.5,5989570257.21799,6512691215.68763,8.25217652320862
22,-1,0.5,6415321905.04398,7007830634.61705,8.50435304641724
22,0,0.5,6437945604.19235,7170968915.70954,10.2003729343414
22,1,0.5,6442699062.70438,7633646183.32901,9.556969165802
22,2,0.5,6444917186.36414,7284719812.44415,8.43423342704773
