"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
25,-15,0.3,1915729584013.29,2168587012577.09,2102.57040119171
25,-14,0.3,1330088073.90812,1889810259.30053,194.015562057495
25,-13,0.3,1250544331.29566,1712948556.706,77.324019908905
25,-12,0.3,1249956211.37418,1646692171.14548,39.1022822856903
25,-11,0.3,1187898521.6208,1696335508.84415,19.9368696212769
25,-10,0.3,1107853957.10686,1486321227.90138,11.5924994945526
25,-9,0.3,1002163329.00998,1338241473.80125,7.22812938690186
25,-8,0.3,952960885.1197,1276695300.27502,5.05675506591797
25,-7,0.3,937427211.74369,1265738640.15038,3.84116458892822
25,-6,0.3,867024388.845308,1132548115.47352,3.47072100639343
25,-5,0.3,1124791234.10767,1613214081.50097,3.81625199317932
25,-4,0.3,1726587985.1124,2195664164.01816,4.73817157745361
25,-3,0.3,3518551689.67485,4279057718.30655,7.48185753822327
25,-2,0.3,5741493348.5297,6682726114.89983,9.62907457351685
25,-1,0.3,6292064500.11648,7187115701.67446,10.0204834938049
25,0,0.3,6338484077.00242,7413829415.36951,11.944659948349
25,1,0.3,6333726775.38989,7097717489.31904,11.3941926956177
25,2,0.3,6341827254.6902,7102340437.54883,10.2268073558807
25,3,0.3,6338036146.86584,7739039187.15109,11.0935809612274
25,4,0.3,6331635535.12738,7176093107.42146,12.4996559619904
25,5,0.3,6329512749.88613,7277877273.60242,12.35653424263
25,6,0.3,6339085928.1405,7336295435.23018,12.450023651123
25,7,0.3,6339173491.35733,7377973839.11528,12.3726155757904
25,8,0.3,6332211309.58027,6946519433.40757,12.3659842014313
25,9,0.3,6342216566.95127,7448365612.60938,12.2875835895538
25,10,0.3,6333414097.90496,7044630397.3125,12.0825219154358
