"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
17,3,1,7236298266.8953,7854738537.37095,5.54371953010559
17,4,1,7240466895.16932,7811322537.85735,6.27195310592651
17,5,1,7243340603.39354,8054214331.49867,5.73548579216003
17,6,1,7242388056.08676,8104008925.67573,5.7224760055542
17,7,1,7265075668.207,8137785776.55536,5.71384835243225
17,8,1,7237686487.78227,8171904100.19626,5.67261862754822
17,9,1,7245461478.79941,7880898565.6577,5.72475385665894
17,10,1,7247272500.30085,7780771520.49436,5.69015979766846
18,-25,1,1740438760.15261,2109082394.05839,0.542972564697266
18,-24,1,1715849500.90398,2457758085.18425,0.592368125915527
18,-23,1,1739102212.50944,2276194101.38985,0.65549373626709
18,-22,1,1910786440.29729,2475285416.40231,0.923009872436523
18,-21,1,2128142252.97777,2695106764.15491,1.29495000839233
18,-20,1,2290414961.59599,2758203723.03696,1.70504546165466
18,-19,1,2315459836.24342,2555633401.4923,2.12010836601257
18,-18,1,2838770969.09164,3866575276.43786,2.92936611175537
18,-17,1,2528831846.53955,2901458277.12719,4.35338568687439
18,-16,1,2510694535.88677,2757149432.47344,3.42997288703918
18,-15,1,2391491343.83312,2717504212.19497,2.70683121681213
18,-14,1,2181467179.01737,2454547908.10409,2.17125606536865
18,-13,1,2122938185.00218,2440131260.86426,1.80127382278442
18,-12,1,2051773530.91834,2360235798.53469,1.55704593658447
18,-11,1,1988651027.74793,2282653741.9771,1.35343408584595
18,-10,1,1917895905.6594,2220172893.67195,1.21007537841797
18,-9,1,1881906634.93271,2189490283.88085,0.90308690071106
18,-8,1,1777553416.10085,2018756933.57509,0.680557012557983
18,-7,1,1444245229.20031,1680674276.91822,0.538371324539185
18,-6,1,1613029546.99614,1906371292.20016,0.635210990905762
18,-5,1,2387434379.72988,2617510227.40565,1.02964568138123
18,-4,1,3794234640.04878,4436503681.68292,1.83976769447327
18,-3,1,5811663907.98808,6346305571.50511,3.34745860099792
18,-2,1,7059112209.63778,7618342713.40606,4.53734493255615
18,-1,1,7237103019.7098,8055784990.22493,4.7321093082428
18,0,1,7239260336.68395,7911454985.42813,5.7626416683197
18,1,1,7247755458.61306,8259266372.63074,5.12573528289795
18,2,1,7244704801.0069,7856235012.28606,4.64428400993347
18,3,1,7239566243.71266,7706096216.63175,5.12041401863098
18,4,1,7251026316.65756,7910362614.96337,5.6756763458252
18,5,1,7257711631.70786,7966735938.3192,5.61675381660461
18,6,1,7244337860.56596,7921199465.8605,5.58247375488281
18,7,1,7246233434.87499,7819218095.4845,5.65593481063843
18,8,1,7239537389.18883,8153940108.94491,5.66656255722046
18,9,1,7240584300.51278,8058166512.70806,5.6988353729248
18,10,1,7244836436.21807,8216254449.5745,5.63964939117432
19,-25,1,1609683195.23681,2117612829.6688,0.542004346847534
19,-24,1,1674002548.30005,2193349204.52958,0.69858717918396
19,-23,1,1848131685.47686,2437418310.70889,0.883711338043213
19,-22,1,2144622920.80778,2720069316.63181,1.31404495239258
19,-21,1,2185936207.51787,2652598173.37695,1.67536950111389
19,-20,1,2275875337.12054,2677276678.00019,2.17134284973145
