"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
19,-19,0.7,1883692937.71447,2514667515.74127,7.65744376182556
19,-18,0.7,1893903041.31992,2506337858.95976,14.6285374164581
19,-17,0.7,1953132086.0604,2554963392.72315,27.7003219127655
19,-16,0.7,2236208903.14035,3338602158.36836,28.4350781440735
19,-15,0.7,1893938914.29716,2346353312.5643,20.2271378040314
19,-14,0.7,2172127522.81898,3212964632.67508,9.78526091575623
19,-13,0.7,1752362588.26726,2190858725.98874,5.70565056800842
19,-12,0.7,1658094708.19154,2040376303.05854,3.5195586681366
19,-11,0.7,1628755499.73878,2128018328.02932,2.51288604736328
19,-10,0.7,1466349572.22513,1852888231.61455,2.05402994155884
19,-9,0.7,1354900782.80223,1640821170.36291,1.67735815048218
19,-8,0.7,1251239625.38824,1491772419.50602,1.32532358169556
19,-7,0.7,1221540723.52114,1515521682.19647,1.07603168487549
19,-6,0.7,1255413762.11622,1558169724.70477,1.06105637550354
19,-5,0.7,1506648566.97543,1886821698.3284,1.39922213554382
19,-4,0.7,2555170020.47499,3292279302.75735,2.57707858085632
19,-3,0.7,4622333233.5159,5461144453.14484,4.92150044441223
19,-2,0.7,6320851288.37467,7189900356.78738,6.97094035148621
19,-1,0.7,6640347304.07648,7465853698.99041,7.15802717208862
19,0,0.7,6652920893.20614,7444514678.906,8.71068000793457
19,1,0.7,6661143893.53026,7356887014.6896,8.17177081108093
19,2,0.7,6654429365.13841,7570725063.90819,7.08579635620117
19,3,0.7,6656461042.64369,7274978588.72428,7.83829355239868
19,4,0.7,6658696802.68879,7636643676.58274,8.64162373542786
19,5,0.7,6655656218.42013,7256003082.6095,8.72662806510925
19,6,0.7,6657471030.19604,7254365098.24691,8.64226579666138
19,7,0.7,6656977188.01227,7401140633.8763,8.65594458580017
19,8,0.7,6667595290.70379,7846594445.92624,8.66508674621582
19,9,0.7,6659776018.53035,7485730633.89955,8.66767239570618
19,10,0.7,6664643255.03304,7608030514.93986,8.62436676025391
20,-25,0.7,1329050572.66856,2238653167.00953,1.56252598762512
20,-24,0.7,1437816006.761,1968859182.30365,1.71518731117249
20,-23,0.7,1370328996.75424,1882221119.3386,2.48819971084595
20,-22,0.7,1610017394.81987,2261038266.21513,3.40654325485229
20,-21,0.7,1583103181.04645,2119814435.76122,4.38249325752258
20,-20,0.7,1747474312.48995,2481833419.85708,8.86855435371399
20,-19,0.7,1940041567.89464,2742768883.25968,23.9598124027252
20,-18,0.7,1950783494.86441,2619208958.55027,53.5335655212402
20,-17,0.7,1996918922.95295,2699364982.30842,58.9343934059143
20,-16,0.7,2064277413.81956,2567255735.66482,43.9363224506378
