"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"bobyqa.1",2.00186559051083,-5.00463891927564,0.5,1.08667635917664,79.3779658342126
"bobyqa.1",2.22846536508571,-5.01396960663238,0.403693683063697,0.374206066131592,79.2459303073636
"bobyqa.1",2.09921815991659,-4.99909922961875,0.413813874092762,0.193035364151001,87.7801771010488
"bobyqa.1",2,-5,0.5,0.192757844924927,87.6149666909843
"bobyqa.1",1.89774285525451,-4.99896865666599,0.400302702040475,0.197741508483887,96.1949212147173
"bobyqa.1",2.09439081759226,-5.09422878984756,0.432981453774649,0.288869857788086,89.3440622171762
"bobyqa.1",2,-5,0.4,0.176198959350586,79.8513770333758
"bobyqa.1",1.9,-5,0.4,0.184272527694702,88.3227076594922
"bobyqa.1",1.99614797954405,-4.89725614660477,0.4015882096622,0.2073073387146,89.6568030067871
"bobyqa.1",2.09394004052077,-5.00776350246135,0.398266529307252,0.187000274658203,94.2608040870283
