"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"ga.1",466.205141390019,-2.75809562178892,0.356918294914067,3.68772578239441,62.7956064577916
"ga.1",715.536783744005,-7.20987905871401,0.131701110402717,2.96418642997742,63.418374169765
"ga.1",345.52738144856,-5.93125974812876,0.360633071061199,3.57939696311951,62.9364641666544
"ga.1",520.232377157244,-6.27459729296356,0.216458829319849,3.6527783870697,61.5789612092391
"ga.1",302.043755888532,-2.19884675455592,0.37410121245731,2.94947028160095,60.9493399520269
"ga.1",871.876813814044,-2.68928822875023,0.363846763968468,2.23642158508301,64.2557864062757
"ga.1",189.993337007037,-6.28152091400919,0.332923653779918,3.81599402427673,61.7287485076117
"ga.1",894.485602348578,-2.68074027919033,0.365206950063903,3.12845182418823,61.2248184783429
"ga.1",480.188737370418,-6.66274134442799,0.204382587244118,3.61407494544983,63.065207928442
"ga.1",651.274401999404,-6.24668597110588,0.330240555713259,4.023118019104,62.2910994706186
