"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"ffa.2",130.11673947419,-7,0,2.02183985710144,76.1513213245086
"ffa.2",379.681160192285,-7,0,1.5207462310791,71.2951997107055
"ffa.2",144.223500374099,-6,0,1.74381256103516,90.5096440684979
"ffa.2",700.631334054191,-7,0,2.03959965705872,82.4834236572703
"ffa.2",231.04926831997,-4,0,2.495849609375,85.627469772673
"ffa.2",599.155127981864,-7,0,1.5437490940094,75.7056638042913
"ffa.2",464.069036184764,-8,0,1.44331812858582,71.5607022333833
"ffa.2",443.195533489203,-6,0,1.63699984550476,77.9890002422141
"ffa.2",301.520330022555,-4,0,2.12293267250061,90.0569031497053
"ffa.2",402.148478562525,-6,0,2.04199600219727,72.4736318263801
