"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"alo.1",210.838598514674,-6,0,1.73468589782715,77.6368951842808
"alo.1",727.565100367231,-7,0,1.08568286895752,72.2818063387145
"alo.1",614.272777798186,-7,0,1.02452802658081,75.0151336355002
"alo.1",809.17980295465,-7,0,0.998312473297119,79.7027983549766
"alo.1",1,-2,0,0.822495222091675,71.4961677454403
"alo.1",29.9984541398007,-2,0,0.794856309890747,85.9701422887041
"alo.1",711.506293000085,-5,0,1.20540595054626,89.0631574598716
"alo.1",91.5010876428069,-2,0,0.900272607803345,80.5952602797811
"alo.1",621.65468148804,-7,0,0.992862701416016,86.8055557032192
"alo.1",808.757892047233,-8,0,0.849543571472168,74.9608274908525
