"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hjn.1",1.8,-4,0.3,1.16823983192444,70.9128914894331
"hjn.1",4,-3,0.4001,0.594205617904663,63.1683605961026
"hjn.1",4.0009,0,0.5,0.334537744522095,59.8693218290273
"hjn.1",2,-1,0.4,0.376885175704956,60.3043547615645
"hjn.1",5,-4,0.4,0.346127986907959,66.693755187313
"hjn.1",1.7,0,0.4,0.378681898117065,58.6692504950108
"hjn.1",4,-3.0000001,0.5,0.414358377456665,61.7470492554453
"hjn.1",8,-1.998,0.399,0.546300172805786,62.3253806291669
"hjn.1",5,-2,0.4,0.369292259216309,61.0275976472858
"hjn.1",6,-1,0.5,0.31701397895813,61.0212399019593
