"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hs.2",231.532661006087,-7,0,2.84254813194275,76.4768509330805
"hs.2",832.17580007785,-8,0,2.75808644294739,72.7442403288655
"hs.2",918.683163351472,-8,0,2.05587077140808,72.6559123146333
"hs.2",827.364030895755,-7,0,3.01568722724915,69.1764451144601
"hs.2",118.323135551915,-7,0,1.44121241569519,75.9847538391644
"hs.2",246.639827905921,-2,0,1.60766339302063,78.7800174289355
"hs.2",318.946779535513,-7,0,2.0493688583374,71.2967642319678
"hs.2",783.807397664932,-7,0,1.76116156578064,78.129003914735
"hs.2",260.923340151086,-7,0,1.66307902336121,67.9742606307996
"hs.2",841.686408385867,-7,0,1.76100492477417,80.1676907463968
