"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hjn.2",2.99,-4,0.4,1.4920494556427,66.3581717651672
"hjn.2",3.1,-4,0.4,0.734995126724243,65.9678869035723
"hjn.2",3.99999,-1,0.5,0.551685333251953,63.9752428107944
"hjn.2",5,-1.1,0.399,0.73239803314209,64.4402777757305
"hjn.2",8.001,-1.1,0.498,0.713053941726685,60.6904032910541
"hjn.2",1,-1,0.3,0.660515546798706,63.4305867970788
"hjn.2",4,-4,0.399999,0.551822185516357,64.738439519856
"hjn.2",3.9,-2,0.4,0.648686170578003,64.8239333931961
"hjn.2",4.00002,-3,1e-05,0.759759187698364,67.2559594898162
"hjn.2",5,-3,0.4,0.52250075340271,66.3697636873567
