"NumTrees","MinNode","Shrinkage","IntDepth","MSE","MSE.UCL","Time"
5500,15,0.001,1,38.3370602574423,47.3417969319268,1.8360390663147
6000,5,0.001,1,17.4240222766178,22.7982210583799,1.12483787536621
6000,6,0.001,1,17.9427659698549,21.6777800098002,1.19473528862
6000,7,0.001,1,19.5629822943095,23.8292438641444,1.13213729858398
6000,8,0.001,1,20.5486174173168,25.4589372852052,1.11207866668701
6000,9,0.001,1,25.4891197185801,33.5085573918993,1.17055225372314
6000,10,0.001,1,26.555797680261,39.3618082285096,1.14603686332703
6000,11,0.001,1,27.0908300508414,36.2435872871331,1.12326288223267
6000,12,0.001,1,28.351219022816,38.7559877869281,1.13056969642639
6000,13,0.001,1,30.3924455102285,44.0391630420354,1.09436798095703
6000,14,0.001,1,34.5221041577686,46.4067011150815,1.12272143363953
6000,15,0.001,1,36.897437973371,49.3171825496976,1.14713048934937
6500,5,0.001,1,16.8757982070502,20.7905849910122,1.29728174209595
6500,6,0.001,1,18.1044348531429,22.2322927182537,1.14805173873901
6500,7,0.001,1,20.9737668945042,29.9687253779532,1.06159138679504
6500,8,0.001,1,21.4574954833353,27.9146349030167,1.07124137878418
6500,9,0.001,1,23.3512387212182,31.2558327330224,1.16558003425598
6500,10,0.001,1,24.888557714253,34.6772035277145,1.16577839851379
6500,11,0.001,1,25.5073465448558,32.0760895644056,1.09011459350586
6500,12,0.001,1,28.7309061908231,39.140887384085,1.21363615989685
6500,13,0.001,1,30.8745838563634,42.3196775253331,1.07870626449585
6500,14,0.001,1,33.7926063354217,44.4980386851441,1.30404496192932
6500,15,0.001,1,39.6380546885696,50.3457980460128,1.0667884349823
7000,5,0.001,1,16.4069483948015,19.0892570129489,1.24939155578613
7000,6,0.001,1,16.7026764687149,21.0511248904061,1.26285672187805
7000,7,0.001,1,16.9644059542467,20.8682245763475,1.21900510787964
7000,8,0.001,1,19.42580491733,23.9432106443183,1.15841197967529
7000,9,0.001,1,24.6700957674061,32.6440523980584,1.24348115921021
7000,10,0.001,1,24.829316429532,32.4450768216663,1.14164161682129
7000,11,0.001,1,25.9176367150606,36.7334222922043,1.25315856933594
7000,12,0.001,1,27.6689023470234,34.3290704589903,1.31024718284607
7000,13,0.001,1,29.121741238161,37.4449750389653,1.15312886238098
7000,14,0.001,1,37.2234651879748,53.3988774564029,1.25097036361694
7000,15,0.001,1,38.3974877533861,53.2367658945491,1.15275740623474
7500,5,0.001,1,16.3298070000528,21.7493952038926,1.28820896148682
7500,6,0.001,1,15.9703450418368,18.4196891227736,1.23598766326904
7500,7,0.001,1,18.2701466323083,25.6528031702565,1.32407975196838
7500,8,0.001,1,22.8436654253125,29.5111217027262,1.32914423942566
7500,9,0.001,1,24.8046108423314,34.8007527660254,1.30507278442383
7500,10,0.001,1,25.3417792584774,31.4798821601683,1.23094868659973
7500,11,0.001,1,26.4348874486829,36.6419046950292,1.35232973098755
7500,12,0.001,1,27.3992183370772,37.2362666843401,1.31203436851501
7500,13,0.001,1,29.6059341474537,36.3279949232219,1.35614538192749
7500,14,0.001,1,32.6208947150124,46.2018542370185,1.23686623573303
7500,15,0.001,1,39.7123267838356,57.8621348883309,1.30545043945312
8000,5,0.001,1,16.6140936575571,20.2026730709339,1.32638072967529
8000,6,0.001,1,17.4232644016838,23.0769509935502,1.3951141834259
8000,7,0.001,1,16.9211185839205,21.5837413441575,1.38662123680115
8000,8,0.001,1,19.333386603875,23.9201325223086,1.44344639778137
8000,9,0.001,1,22.935025137563,29.1776580579068,1.40768718719482
8000,10,0.001,1,26.4719701473114,31.5111956434005,1.39030766487122
8000,11,0.001,1,25.8665230928915,33.7154654837396,1.39279174804688
8000,12,0.001,1,28.9757518915572,34.91726640349,1.41337418556213
8000,13,0.001,1,28.3822195809158,37.2758060807152,1.42590665817261
8000,14,0.001,1,34.7142506277371,51.4220724807571,1.54059290885925
8000,15,0.001,1,37.4833273355537,48.1157596517611,1.41864252090454
8500,5,0.001,1,16.6434493110578,22.5575383908349,1.49304056167603
8500,6,0.001,1,17.2666334003786,21.1837895592083,1.4754102230072
8500,7,0.001,1,16.423214526417,20.7178399100237,1.48650908470154
8500,8,0.001,1,21.0816497840601,28.2142391447821,1.61077189445496
8500,9,0.001,1,24.1123009418208,33.95323084678,1.47423338890076
8500,10,0.001,1,24.8298815292057,32.4354411860373,1.60311365127563
8500,11,0.001,1,27.1500065881335,40.2186506753975,1.48206281661987
8500,12,0.001,1,27.5817390364713,34.2417549275696,1.49921703338623
8500,13,0.001,1,27.4323951453777,36.8045859722103,1.49633550643921
8500,14,0.001,1,32.0222489788903,41.856689214958,1.48455309867859
8500,15,0.001,1,38.2841650285185,51.0926818654883,1.49183249473572
9000,5,0.001,1,16.3098102915257,22.9669509605483,1.54724287986755
9000,6,0.001,1,16.2822478220274,20.74471463337,1.55718660354614
9000,7,0.001,1,17.9540786896674,25.6979318154334,1.53856873512268
9000,8,0.001,1,20.6208346697232,29.7180394460072,1.55747103691101
9000,9,0.001,1,24.5682652122259,31.4345973001192,1.56846451759338
9000,10,0.001,1,25.7448292524942,32.0181156858879,1.7354199886322
