"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"alo.1",2189.98451139559,4,6,0.0685899620494636,0.0883190883190883,582.356902837753
"alo.1",1474.12085349791,6,8,0.0612346574165121,0.0683760683760684,697.456706762314
"alo.1",452.419306191107,13,7,0.0403396908065075,0.0683760683760684,476.640326499939
"alo.1",263.768007280305,12,8,0.087323537195567,0.056980056980057,502.666926145554
"alo.1",2210.75306495755,7,6,0.0735944946466924,0.0655270655270655,1000.41626191139
"alo.1",1762.32165312101,6,8,0.0189962312879961,0.0712250712250712,716.333109140396
"alo.1",1294.33283283778,12,6,0.00603579878830026,0.0740740740740741,760.926292419434
"alo.1",2346.09239504279,14,7,0.0409277494887288,0.0797720797720798,1694.12199831009
"alo.1",608.035326038542,9,7,0.0346086240776993,0.0712250712250712,369.736839532852
"alo.1",2074.44551268282,10,7,0.0627821970553281,0.0683760683760684,973.220789909363
