"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"lbfgsb3.1",500,5,8,0.09,0.0740740740740741,886.942163944244
"lbfgsb3.1",500.0027070885,5,8,0.0901214019911713,0.0740740740740741,1389.51942658424
"lbfgsb3.1",500,5,8,0.0899999999951263,0.0683760683760684,986.500443935394
"lbfgsb3.1",500.0000000185,5,8,0.0900786972963488,0.0712250712250712,895.661335706711
"lbfgsb3.1",500,5,8,0.09,0.056980056980057,1167.03927612305
"lbfgsb3.1",499.999999647293,5,8,0.0895549264278578,0.0740740740740741,837.614785671234
"lbfgsb3.1",500.020782485363,5,8,0.0911718891959584,0.0797720797720798,718.199936389923
"lbfgsb3.1",500,5,8,0.09,0.0854700854700855,1067.08454680443
"lbfgsb3.1",500.000097354528,5,8,0.0900164811211413,0.0712250712250712,782.706600666046
"lbfgsb3.1",500.000002783139,5,8,0.0900000335655529,0.0826210826210826,802.276977062225
